CNTRY,admin1,admin2,stdnt10,stdnt20,pop10,pop20,rate
일본,Kagoshima-ken,Kinko-cho,427,327,8987,6944,-22.73%
일본,Kagoshima-ken,Minamiosumi-cho,339,268,8815,6481,-26.48%
일본,Kagoshima-ken,Kimotsuki-cho,798,673,17160,14227,-17.09%
일본,Kagoshima-ken,Nakatane-cho,509,397,8696,7539,-13.30%
일본,Kagoshima-ken,Minamitane-cho,375,341,6218,5445,-12.43%
일본,Kagoshima-ken,Yakushima-cho,835,716,13589,11858,-12.74%
일본,Kagoshima-ken,Yamato-son,102,44,1765,1364,-22.72%
일본,Kagoshima-ken,Uken-son,87,84,1932,1621,-16.10%
일본,Kagoshima-ken,Setouchi-cho,527,469,9874,8546,-13.45%
일본,Kagoshima-ken,Tatsugo-cho,362,393,6078,5817,-4.29%
일본,Kagoshima-ken,Kikai-cho,509,351,8169,6629,-18.85%
일본,Kagoshima-ken,Tokunoshima-cho,817,641,12090,10147,-16.07%
일본,Kagoshima-ken,Amagi-cho,465,335,6653,5517,-17.08%
일본,Kagoshima-ken,Isen-cho,388,467,6844,6139,-10.30%
일본,Kagoshima-ken,Wadomari-cho,494,396,7114,6246,-12.20%
일본,Kagoshima-ken,China-cho,411,359,6806,5750,-15.52%
일본,Kagoshima-ken,Yoron-cho,315,343,5327,5115,-3.98%
일본,Okinawa-ken,Naha-shi,20660,19641,315954,317625,0.53%
일본,Okinawa-ken,Ginowan-shi,6803,7206,91928,100125,8.92%
일본,Okinawa-ken,Ishigaki-shi,3336,3500,46922,47637,1.52%
일본,Okinawa-ken,Urasoe-shi,8484,7844,110351,115690,4.84%
일본,Okinawa-ken,Nago-shi,4309,4379,60231,63554,5.52%
일본,Okinawa-ken,Itoman-shi,4341,4533,57320,61007,6.43%
일본,Okinawa-ken,Okinawa-shi,10413,9719,130249,142752,9.60%
일본,Okinawa-ken,Tomigusuku-shi,4420,5275,57261,64612,12.84%
일본,Okinawa-ken,Uruma-shi,8695,8787,116979,125303,7.12%
일본,Okinawa-ken,Miyakojima-shi,3587,3498,52039,52931,1.71%
일본,Okinawa-ken,Nanjo-shi,2749,3159,39758,44043,10.78%
일본,Okinawa-ken,Kunigami-son,299,238,5188,4517,-12.93%
일본,Okinawa-ken,Ogimi-son,153,154,3221,3092,-4.00%
일본,Okinawa-ken,Higashi-son,101,84,1794,1598,-10.93%
일본,Okinawa-ken,Nakijin-son,580,572,9257,8894,-3.92%
일본,Okinawa-ken,Motobu-cho,734,830,13870,12530,-9.66%
일본,Okinawa-ken,Onna-son,643,654,10144,10869,7.15%
일본,Okinawa-ken,Ginoza-son,392,492,5331,5833,9.42%
일본,Okinawa-ken,Kin-cho,758,803,11066,10806,-2.35%
일본,Okinawa-ken,Ie-son,268,252,4737,4118,-13.07%
일본,Okinawa-ken,Yomitan-son,3069,3019,38200,41206,7.87%
일본,Okinawa-ken,Kadena-cho,988,914,13827,13521,-2.21%
일본,Okinawa-ken,Chatan-cho,2144,2090,27264,28201,3.44%
일본,Okinawa-ken,Kitanakagusuku-son,1218,1254,15951,17969,12.65%
일본,Okinawa-ken,Nakagusuku-son,987,1381,17680,22157,25.32%
일본,Okinawa-ken,Nishihara-cho,3098,2953,34766,34984,0.63%
일본,Okinawa-ken,Yonabaru-cho,1206,1479,16318,19695,20.69%
일본,Okinawa-ken,Haebaru-cho,2714,3240,35244,40440,14.74%
일본,Okinawa-ken,Tokashiki-son,45,54,760,718,-5.53%
일본,Okinawa-ken,Zamami-son,64,71,865,892,3.12%
일본,Okinawa-ken,Aguni-son,49,31,863,683,-20.86%
일본,Okinawa-ken,Tonaki-son,19,15,452,346,-23.45%
일본,Okinawa-ken,Minamidaito-son,95,85,1442,1285,-10.89%
일본,Okinawa-ken,Kitadaito-son,43,36,665,590,-11.28%
일본,Okinawa-ken,Iheya-son,113,85,1385,1126,-18.70%
일본,Okinawa-ken,Izena-son,118,90,1589,1322,-16.80%
일본,Okinawa-ken,Kumejima-cho,559,461,8519,7192,-15.58%
일본,Okinawa-ken,Yaese-cho,1924,2518,26681,30941,15.97%
일본,Okinawa-ken,Tarama-son,129,84,1231,1058,-14.05%
일본,Okinawa-ken,Taketomi-cho,240,303,3859,3942,2.15%
일본,Okinawa-ken,Yonaguni-cho,110,135,1657,1676,1.15%
베트남,Red River Delta,Ha Noi,289000,420000,6825820,8246540,20.81%
베트남,Red River Delta,Vinh Phuc,50000,68000,1029500,1171200,13.76%
베트남,Red River Delta,Bac Ninh,47000,76000,1072380,1419130,32.33%
베트남,Red River Delta,Quang Ninh,37000,64000,1181530,1337610,13.21%
베트남,Red River Delta,Hai Duong,65000,96000,1747830,1916770,9.67%
베트남,Red River Delta,Hai Phong,61000,96000,1886200,2053490,8.87%
베트남,Red River Delta,Hung Yen,41000,64000,1150740,1269090,10.28%
베트남,Red River Delta,Thai Binh,68000,77000,1798660,1870240,3.98%
베트남,Red River Delta,Ha Nam,32000,44000,795650,861830,8.32%
베트남,Red River Delta,Nam Dinh,70000,86000,1816810,1780330,-2.01%
베트남,Red River Delta,Ninh Binh,31000,50000,911690,993920,9.02%
베트남,Northern midlands and mountain areas,Ha Giang,38000,61000,749540,870240,16.10%
베트남,Northern midlands and mountain areas,Cao Bang,20000,31000,514020,533090,3.71%
베트남,Northern midlands and mountain areas,Bac Kan,13000,18000,298690,316460,5.95%
베트남,Northern midlands and mountain areas,Tuyen Quang,36000,46000,733600,792900,8.08%
베트남,Northern midlands and mountain areas,Lao Cai,34000,49000,638150,746360,16.96%
베트남,Northern midlands and mountain areas,Yen Bai,33000,48000,758650,831590,9.61%
베트남,Northern midlands and mountain areas,Thai Nguyen,42000,69000,1139440,1307870,14.78%
베트남,Northern midlands and mountain areas,Lang Son,28000,44000,740910,788710,6.45%
베트남,Northern midlands and mountain areas,Bac Giang,62000,106000,1586020,1841620,16.12%
베트남,Northern midlands and mountain areas,Phu Tho,55000,80000,1329340,1481880,11.47%
베트남,Northern midlands and mountain areas,Dien Bien,28000,46000,512800,613480,19.63%
베트남,Northern midlands and mountain areas,Lai Chau,27000,35000,392880,469810,19.58%
베트남,Northern midlands and mountain areas,Son La,59000,82000,1115210,1270560,13.93%
베트남,Northern midlands and mountain areas,Hoa Binh,37000,46000,802180,861220,7.36%
베트남,Northern Central area and Central coastal area,Thanh Hoa,127000,188000,3427590,3664940,6.92%
베트남,Northern Central area and Central coastal area,Nghe An,115000,190000,2996140,3365200,12.32%
베트남,Northern Central area and Central coastal area,Ha Tinh,51000,76000,1236710,1296620,4.84%
베트남,Northern Central area and Central coastal area,Quang Binh,35000,53000,854570,901980,5.55%
베트남,Northern Central area and Central coastal area,Quang Tri,25000,35000,604720,637390,5.40%
베트남,Northern Central area and Central coastal area,Thua Thien-Hue,37000,50000,1100770,1133590,2.98%
베트남,Northern Central area and Central coastal area,Da Nang,33000,49000,968650,1169480,20.73%
베트남,Northern Central area and Central coastal area,Quang Nam,45000,66000,1436830,1505040,4.75%
베트남,Northern Central area and Central coastal area,Quang Ngai,38000,49000,1220120,1233400,1.09%
베트남,Northern Central area and Central coastal area,Binh Dinh,44000,56000,1487460,1487900,0.03%
베트남,Northern Central area and Central coastal area,Phu Yen,25000,27000,863960,874300,1.20%
베트남,Northern Central area and Central coastal area,Khanh Hoa,37000,52000,1170240,1240440,6.00%
베트남,Northern Central area and Central coastal area,Ninh Thuan,17000,23000,567850,593640,4.54%
베트남,Northern Central area and Central coastal area,Binh Thuan,39000,56000,1180680,1239260,4.96%
베트남,Central Highlands,Kon Tum,25000,35000,451610,555640,23.04%
베트남,Central Highlands,Gia Lai,55000,78000,1336100,1541830,15.40%
베트남,Central Highlands,Dak Lak,64000,93000,1760420,1886940,7.19%
베트남,Central Highlands,Dak Nong,19000,35000,512670,637910,24.43%
베트남,Central Highlands,Lam Dong,46000,61000,1217240,1309790,7.60%
베트남,South East,Binh Phuoc,30000,44000,899570,1011080,12.40%
베트남,South East,Tay Ninh,25000,35000,1090060,1178330,8.10%
베트남,South East,Binh Duong,49000,104000,1699930,2580550,51.80%
베트남,South East,Dong Nai,74000,106000,2661780,3177400,19.37%
베트남,South East,Ba Ria - Vung Tau,37000,50000,1040800,1167940,12.22%
베트남,South East,Ho Chi Minh city,215000,296000,7613430,9227600,21.20%
베트남,Mekong River Delta,Long An,41000,51000,1504080,1713660,13.93%
베트남,Mekong River Delta,Tien Giang,45000,52000,1682600,1772540,5.35%
베트남,Mekong River Delta,Ben Tre,36000,42000,1262660,1292400,2.36%
베트남,Mekong River Delta,Tra Vinh,29000,36000,1004350,1009940,0.56%
베트남,Mekong River Delta,Vinh Long,30000,35000,1024850,1022970,-0.18%
베트남,Mekong River Delta,Dong Thap,47000,51000,1653230,1600010,-3.22%
베트남,Mekong River Delta,An Giang,55000,52000,2097540,1904530,-9.20%
베트남,Mekong River Delta,Kien Giang,29000,45000,1694450,1728870,2.03%
베트남,Mekong River Delta,Can Tho,35000,40000,1195930,1240730,3.75%
베트남,Mekong River Delta,Hau Giang,23000,24000,752730,729780,-3.05%
베트남,Mekong River Delta,Soc Trang,39000,42000,1273930,1195740,-6.14%
베트남,Mekong River Delta,Bac Lieu,24000,24000,866870,913480,5.38%
베트남,Mekong River Delta,Ca Mau,25000,30000,1204500,1193890,-0.88%
