CNTRY,admin1,admin2,hitech10,hitech20,pop10,pop20,rate
일본,Hyogo-ken,Nishinomiya-shi,468,660,482640,485587,0.61%
일본,Hyogo-ken,Sumoto-shi,81,92,47254,41236,-12.74%
일본,Hyogo-ken,Ashiya-shi,135,238,93238,93922,0.73%
일본,Hyogo-ken,Itami-shi,167,192,196127,198138,1.03%
일본,Hyogo-ken,Aioi-shi,70,60,31158,28355,-9.00%
일본,Hyogo-ken,Toyooka-shi,169,156,85592,77489,-9.47%
일본,Hyogo-ken,Kakogawa-shi,348,371,266937,260878,-2.27%
일본,Hyogo-ken,Ako-shi,77,66,50523,45892,-9.17%
일본,Hyogo-ken,Nishiwaki-shi,81,82,42802,38673,-9.65%
일본,Hyogo-ken,Takarazuka-shi,219,260,225700,226432,0.32%
일본,Hyogo-ken,Miki-shi,82,96,81009,75294,-7.05%
일본,Hyogo-ken,Takasago-shi,160,162,93901,87722,-6.58%
일본,Hyogo-ken,Kawanishi-shi,127,143,156423,152321,-2.62%
일본,Hyogo-ken,Ono-shi,76,81,49680,47562,-4.26%
일본,Hyogo-ken,Sanda-shi,123,128,114216,109238,-4.36%
일본,Hyogo-ken,Kasai-shi,67,53,47993,42700,-11.03%
일본,Hyogo-ken,Tambasasayama-shi,80,92,43263,39611,-8.44%
일본,Hyogo-ken,Yabu-shi,42,32,26501,22129,-16.50%
일본,Hyogo-ken,Tamba-shi,126,123,67757,61471,-9.28%
일본,Hyogo-ken,Minamiawaji-shi,59,54,49834,44137,-11.43%
일본,Hyogo-ken,Asago-shi,41,51,32814,28989,-11.66%
일본,Hyogo-ken,Awaji-shi,48,51,46459,41967,-9.67%
일본,Hyogo-ken,Shiso-shi,54,64,40938,34819,-14.95%
일본,Hyogo-ken,Kato-shi,56,81,40181,40645,1.15%
일본,Hyogo-ken,Tatsuno-shi,139,107,80518,74316,-7.70%
일본,Hyogo-ken,Inagawa-cho,29,26,31739,29680,-6.49%
일본,Hyogo-ken,Taka-cho,22,31,23104,19261,-16.63%
일본,Hyogo-ken,Inami-cho,51,68,31026,30268,-2.44%
일본,Hyogo-ken,Harima-cho,41,46,33183,33604,1.27%
일본,Hyogo-ken,Ichikawa-cho,12,14,13288,11231,-15.48%
일본,Hyogo-ken,Fukusaki-cho,32,27,19830,19377,-2.28%
일본,Hyogo-ken,Kamikawa-cho,11,14,12289,10616,-13.61%
일본,Hyogo-ken,Taishi-cho,46,61,33438,33477,0.12%
일본,Hyogo-ken,Kamigori-cho,21,24,16636,13879,-16.57%
일본,Hyogo-ken,Sayo-cho,28,32,19265,15863,-17.66%
일본,Hyogo-ken,Kami-cho,25,24,19696,16064,-18.44%
일본,Hyogo-ken,Shinonsen-cho,25,19,16004,13318,-16.78%
일본,Nara-ken,Nara-shi,617,802,366591,354630,-3.26%
일본,Nara-ken,Yamatotakada-shi,79,101,68451,61744,-9.80%
일본,Nara-ken,Yamatokoriyama-shi,204,205,89023,83285,-6.45%
일본,Nara-ken,Tenri-shi,106,78,69178,63889,-7.65%
일본,Nara-ken,Kashihara-shi,135,189,125605,120922,-3.73%
일본,Nara-ken,Sakurai-shi,78,69,60146,54857,-8.79%
일본,Nara-ken,Gojo-shi,26,29,34460,27927,-18.96%
일본,Nara-ken,Gose-shi,26,39,30287,24096,-20.44%
일본,Nara-ken,Ikoma-shi,111,157,118113,116675,-1.22%
일본,Nara-ken,Kashiba-shi,89,118,75227,78113,3.84%
일본,Nara-ken,Katsuragi-shi,24,50,35859,36832,2.71%
일본,Nara-ken,Uda-shi,28,27,34227,28121,-17.84%
일본,Nara-ken,Yamazoe-mura,1,1,4107,3226,-21.45%
일본,Nara-ken,Heguri-cho,18,23,19727,18009,-8.71%
일본,Nara-ken,Sango-cho,20,26,23440,23219,-0.94%
일본,Nara-ken,Ikaruga-cho,28,26,27734,27587,-0.53%
일본,Nara-ken,Ando-cho,4,6,7929,7225,-8.88%
일본,Nara-ken,Kawanishi-cho,17,9,8653,8167,-5.62%
일본,Nara-ken,Miyake-cho,2,2,7440,6439,-13.45%
일본,Nara-ken,Tawaramoto-cho,29,27,32121,31177,-2.94%
일본,Nara-ken,Soni-mura,1,1,1895,1295,-31.66%
일본,Nara-ken,Mitsue-mura,0,0,2102,1479,-29.64%
일본,Nara-ken,Takatori-cho,8,11,7657,6729,-12.12%
일본,Nara-ken,Asuka-mura,2,2,5856,5179,-11.56%
일본,Nara-ken,Kammaki-cho,10,17,23728,21714,-8.49%
일본,Nara-ken,Oji-cho,31,36,22182,24043,8.39%
일본,Nara-ken,Koryo-cho,32,39,33070,33810,2.24%
일본,Nara-ken,Kawai-cho,8,9,18531,17018,-8.16%
일본,Nara-ken,Yoshino-cho,12,17,8642,6229,-27.92%
일본,Nara-ken,Oyodo-cho,19,13,19176,16728,-12.77%
일본,Nara-ken,Shimoichi-cho,7,9,7020,5037,-28.25%
일본,Nara-ken,Kurotaki-mura,0,0,840,623,-25.83%
일본,Nara-ken,Tenkawa-mura,1,1,1572,1176,-25.19%
일본,Nara-ken,Nosegawa-mura,0,0,524,357,-31.87%
일본,Nara-ken,Totsukawa-mura,3,6,4107,3061,-25.47%
일본,Nara-ken,Shimokitayama-mura,1,2,1039,753,-27.53%
일본,Nara-ken,Kamikitayama-mura,0,0,683,444,-34.99%
일본,Nara-ken,Kawakami-mura,5,5,1643,1156,-29.64%
일본,Nara-ken,Higashiyoshino-mura,2,3,2143,1502,-29.91%
일본,Wakayama-ken,Wakayama-shi,861,1086,370364,356729,-3.68%
일본,Wakayama-ken,Kainan-shi,84,70,54783,48369,-11.71%
일본,Wakayama-ken,Hashimoto-shi,79,93,66361,60818,-8.35%
일본,Wakayama-ken,Arida-shi,48,58,30592,26538,-13.25%
일본,Wakayama-ken,Gobo-shi,79,79,26111,23481,-10.07%
일본,Wakayama-ken,Tanabe-shi,201,193,79119,69870,-11.69%
일본,Wakayama-ken,Shingu-shi,78,63,31498,27171,-13.74%
일본,Wakayama-ken,Kinokawa-shi,67,90,65840,58816,-10.67%
일본,Wakayama-ken,Iwade-shi,60,60,52882,53967,2.05%
일본,Wakayama-ken,Kimino-cho,5,13,10391,8256,-20.55%
일본,Wakayama-ken,Katsuragi-cho,25,28,18230,15967,-12.41%
일본,Wakayama-ken,Kudoyama-cho,5,3,4963,3856,-22.31%
일본,Wakayama-ken,Koya-cho,4,1,3975,2970,-25.28%
일본,Wakayama-ken,Yuasa-cho,16,21,13210,11122,-15.81%
일본,Wakayama-ken,Hirogawa-cho,7,5,7714,6781,-12.09%
일본,Wakayama-ken,Aridagawa-cho,33,49,27162,25258,-7.01%
일본,Wakayama-ken,Mihama-cho,8,8,8077,6867,-14.98%
일본,Wakayama-ken,Hidaka-cho,8,9,7432,7673,3.24%
일본,Wakayama-ken,Yura-cho,8,8,6508,5364,-17.58%
일본,Wakayama-ken,Inami-cho,5,7,8606,7720,-10.30%
일본,Wakayama-ken,Minabe-cho,38,39,13470,11818,-12.26%
일본,Wakayama-ken,Hidakagawa-cho,8,7,10509,9219,-12.28%
일본,Wakayama-ken,Shirahama-cho,37,32,22696,20262,-10.72%
일본,Wakayama-ken,Kamitonda-cho,12,24,14807,15236,2.90%
일본,Wakayama-ken,Susami-cho,1,1,4730,3685,-22.09%
일본,Wakayama-ken,Nachikatsuura-cho,33,35,17080,14137,-17.23%
일본,Wakayama-ken,Taiji-cho,26,48,3250,2791,-14.12%
일본,Wakayama-ken,Kozagawa-cho,3,4,3103,2480,-20.08%
일본,Wakayama-ken,Kitayama-mura,0,0,486,404,-16.87%
일본,Wakayama-ken,Kushimoto-cho,72,71,18249,14959,-18.03%
일본,Tottori-ken,Tottori-shi,406,420,197449,188465,-4.55%
일본,Tottori-ken,Yonago-shi,298,301,148271,147317,-0.64%
일본,Tottori-ken,Kurayoshi-shi,118,166,50720,46485,-8.35%
일본,Tottori-ken,Sakaiminato-shi,45,46,35259,32740,-7.14%
일본,Tottori-ken,Iwami-cho,9,4,12362,10799,-12.64%
일본,Tottori-ken,Wakasa-cho,1,1,3873,2864,-26.05%
일본,Tottori-ken,Chizu-cho,5,4,7718,6427,-16.73%
일본,Tottori-ken,Yazu-cho,17,15,18427,15937,-13.51%
일본,Tottori-ken,Misasa-cho,5,4,7015,6060,-13.61%
일본,Tottori-ken,Yurihama-cho,15,11,17029,16055,-5.72%
일본,Tottori-ken,Kotoura-cho,25,24,18531,16365,-11.69%
일본,Tottori-ken,Hokuei-cho,18,15,15442,14228,-7.86%
일본,Tottori-ken,Hiezu-son,6,7,3339,3501,4.85%
일본,Tottori-ken,Daisen-cho,8,10,17491,15370,-12.13%
일본,Tottori-ken,Nambu-cho,8,10,11536,10323,-10.51%
일본,Tottori-ken,Hoki-cho,9,10,11621,10696,-7.96%
일본,Tottori-ken,Nichinan-cho,4,5,5460,4196,-23.15%
일본,Tottori-ken,Hino-cho,4,3,3745,2907,-22.38%
일본,Tottori-ken,Kofu-cho,3,3,3379,2672,-20.92%
일본,Shimane-ken,Matsue-shi,490,521,208613,203616,-2.40%
일본,Shimane-ken,Hamada-shi,126,129,61713,54592,-11.54%
일본,Shimane-ken,Izumo-shi,309,385,171485,172775,0.75%
일본,Shimane-ken,Masuda-shi,109,117,50015,45003,-10.02%
일본,Shimane-ken,Oda-shi,77,86,37996,32846,-13.55%
일본,Shimane-ken,Yasugi-shi,70,78,41836,37062,-11.41%
일본,Shimane-ken,Gotsu-shi,52,53,25697,22959,-10.65%
일본,Shimane-ken,Unnan-shi,64,63,41917,36007,-14.10%
일본,Shimane-ken,Okuizumo-cho,6,10,14456,11849,-18.03%
일본,Shimane-ken,Iinan-cho,7,11,5534,4577,-17.29%
일본,Shimane-ken,Kawamoto-machi,8,15,3900,3248,-16.72%
일본,Shimane-ken,Misato-cho,3,6,5351,4355,-18.61%
일본,Shimane-ken,Onan-cho,24,26,11959,10163,-15.02%
일본,Shimane-ken,Tsuwano-cho,7,8,8427,6875,-18.42%
일본,Shimane-ken,Yoshika-cho,7,8,6810,6077,-10.76%
일본,Shimane-ken,Ama-cho,1,4,2374,2267,-4.51%
일본,Shimane-ken,Nishinoshima-cho,3,3,3136,2788,-11.10%
일본,Shimane-ken,Chibu-mura,0,0,657,634,-3.50%
일본,Shimane-ken,Okinoshima-cho,48,33,15521,13433,-13.45%
일본,Okayama-ken,Okayama-shi,1560,2001,709584,724691,2.13%
일본,Okayama-ken,Kurashiki-shi,635,710,475513,474592,-0.19%
일본,Okayama-ken,Tsuyama-shi,185,187,106788,99937,-6.42%
일본,Okayama-ken,Tamano-shi,96,82,64588,56531,-12.47%
일본,Okayama-ken,Kasaoka-shi,56,68,54225,46088,-15.01%
일본,Okayama-ken,Ibara-shi,40,33,43927,38384,-12.62%
일본,Okayama-ken,Soja-shi,65,86,66201,69030,4.27%
일본,Okayama-ken,Takahashi-shi,39,49,34963,29072,-16.85%
일본,Okayama-ken,Niimi-shi,49,48,33870,28079,-17.10%
일본,Okayama-ken,Bizen-shi,58,69,37839,32320,-14.59%
일본,Okayama-ken,Setouchi-shi,41,36,37852,36048,-4.77%
일본,Okayama-ken,Akaiwa-shi,36,34,43458,42661,-1.83%
일본,Okayama-ken,Maniwa-shi,65,69,48964,42725,-12.74%
일본,Okayama-ken,Mimasaka-shi,32,34,30498,25939,-14.95%
일본,Okayama-ken,Asakuchi-shi,17,29,36114,32772,-9.25%
일본,Okayama-ken,Wake-cho,10,13,15362,13623,-11.32%
일본,Okayama-ken,Hayashima-cho,9,10,12214,12368,1.26%
일본,Okayama-ken,Satosho-cho,8,10,10916,10950,0.31%
일본,Okayama-ken,Yakage-cho,10,7,15092,13414,-11.12%
일본,Okayama-ken,Shinjo-son,0,3,957,813,-15.05%
일본,Okayama-ken,Kagamino-cho,11,15,13580,12062,-11.18%
일본,Okayama-ken,Shoo-cho,10,12,11195,10888,-2.74%
일본,Okayama-ken,Nagi-cho,6,6,6085,5578,-8.33%
일본,Okayama-ken,Nishiawakura-son,0,4,1520,1398,-8.03%
일본,Okayama-ken,Kumenan-cho,5,9,5296,4530,-14.46%
일본,Okayama-ken,Misaki-cho,11,13,15642,13053,-16.55%
일본,Okayama-ken,Kibichuo-cho,11,4,13033,10886,-16.47%
일본,Hiroshima-ken,Hiroshima-shi,2804,3160,1173843,1200754,2.29%
일본,Hiroshima-ken,Kure-shi,347,329,239973,214592,-10.58%
일본,Hiroshima-ken,Takehara-shi,61,55,28644,23993,-16.24%
일본,Hiroshima-ken,Mihara-shi,177,162,100509,90573,-9.89%
일본,Hiroshima-ken,Onomichi-shi,313,303,145202,131170,-9.66%
일본,Hiroshima-ken,Fukuyama-shi,839,874,461357,460930,-0.09%
일본,Hiroshima-ken,Fuchu-shi,58,54,42563,37655,-11.53%
일본,Hiroshima-ken,Miyoshi-shi,94,93,56605,50681,-10.47%
일본,Hiroshima-ken,Shobara-shi,53,40,40244,33633,-16.43%
일본,Hiroshima-ken,Otake-shi,39,39,28836,26319,-8.73%
일본,Hiroshima-ken,Higashihiroshima-shi,296,317,190135,196608,3.40%
일본,Hiroshima-ken,Hatsukaichi-shi,194,207,114038,114173,0.12%
일본,Hiroshima-ken,Akitakata-shi,27,36,31487,26448,-16.00%
일본,Hiroshima-ken,Etajima-shi,22,25,27031,21930,-18.87%
일본,Hiroshima-ken,Fuchu-cho,64,75,50442,51155,1.41%
일본,Hiroshima-ken,Kaita-cho,40,38,28475,29636,4.08%
일본,Hiroshima-ken,Kumano-cho,14,13,24533,22834,-6.93%
일본,Hiroshima-ken,Saka-cho,8,10,13262,12582,-5.13%
일본,Hiroshima-ken,Akiota-cho,5,12,7255,5740,-20.88%
일본,Hiroshima-ken,Kitahiroshima-cho,22,29,19969,17763,-11.05%
일본,Hiroshima-ken,Osakikamijima-cho,111,139,8448,7158,-15.27%
일본,Hiroshima-ken,Sera-cho,47,34,17549,15125,-13.81%
일본,Hiroshima-ken,Jinsekikogen-cho,8,13,10350,8250,-20.29%
일본,Yamaguchi-ken,Shimonoseki-shi,374,427,280947,255051,-9.22%
일본,Yamaguchi-ken,Ube-shi,265,287,173772,162570,-6.45%
일본,Yamaguchi-ken,Yamaguchi-shi,500,457,196628,193966,-1.35%
일본,Yamaguchi-ken,Hagi-shi,77,83,53747,44626,-16.97%
일본,Yamaguchi-ken,Hofu-shi,157,167,116611,113979,-2.26%
일본,Yamaguchi-ken,Kudamatsu-shi,138,93,55012,55887,1.59%
일본,Yamaguchi-ken,Iwakuni-shi,208,217,143857,129125,-10.24%
일본,Yamaguchi-ken,Hikari-shi,72,86,53004,49798,-6.05%
일본,Yamaguchi-ken,Nagato-shi,67,70,38349,32519,-15.20%
일본,Yamaguchi-ken,Yanai-shi,78,92,34730,30799,-11.32%
일본,Yamaguchi-ken,Mine-shi,31,27,28630,23247,-18.80%
일본,Yamaguchi-ken,Shunan-shi,404,467,149487,137540,-7.99%
일본,Yamaguchi-ken,Sanyoonoda-shi,105,131,64550,60326,-6.54%
일본,Yamaguchi-ken,Suooshima-cho,21,18,19084,14798,-22.46%
일본,Yamaguchi-ken,Waki-cho,5,12,6378,6034,-5.39%
일본,Yamaguchi-ken,Kaminoseki-cho,12,23,3332,2342,-29.71%
일본,Yamaguchi-ken,Tabuse-cho,15,15,15986,14483,-9.40%
일본,Yamaguchi-ken,Hirao-cho,14,10,13491,11914,-11.69%
일본,Yamaguchi-ken,Abu-cho,4,9,3743,3055,-18.38%
일본,Tokushima-ken,Tokushima-shi,681,758,264548,252391,-4.60%
일본,Tokushima-ken,Naruto-shi,129,105,61513,54622,-11.20%
일본,Tokushima-ken,Komatsushima-shi,46,58,40614,36149,-10.99%
일본,Tokushima-ken,Anan-shi,138,127,76063,69470,-8.67%
일본,Tokushima-ken,Yoshinogawa-shi,80,84,44020,38772,-11.92%
일본,Tokushima-ken,Awa-shi,36,34,39247,34713,-11.55%
일본,Tokushima-ken,Mima-shi,71,62,32484,28055,-13.63%
일본,Tokushima-ken,Miyoshi-shi,39,42,29951,23605,-21.19%
일본,Tokushima-ken,Katsuura-cho,7,8,5765,4837,-16.10%
일본,Tokushima-ken,Kamikatsu-cho,2,5,1783,1380,-22.60%
일본,Tokushima-ken,Sanagouchi-son,0,2,2588,2058,-20.48%
일본,Tokushima-ken,Ishii-cho,27,36,25954,24833,-4.32%
일본,Tokushima-ken,Kamiyama-cho,3,5,6038,4647,-23.04%
일본,Tokushima-ken,Naka-cho,3,4,9318,7367,-20.94%
일본,Tokushima-ken,Mugi-cho,11,5,4826,3743,-22.44%
일본,Tokushima-ken,Minami-cho,11,10,7765,6222,-19.87%
일본,Tokushima-ken,Kaiyo-cho,36,26,10446,8358,-19.99%
일본,Tokushima-ken,Matsushige-cho,14,15,15070,14583,-3.23%
일본,Tokushima-ken,Kitajima-cho,32,52,21658,22745,5.02%
일본,Tokushima-ken,Aizumi-cho,39,44,33338,35246,5.72%
일본,Tokushima-ken,Itano-cho,9,14,14241,13042,-8.42%
일본,Tokushima-ken,Kamiita-cho,8,5,12727,11384,-10.55%
일본,Tokushima-ken,Tsurugi-cho,4,6,10490,7715,-26.45%
일본,Tokushima-ken,Higashimiyoshi-cho,21,18,15044,13622,-9.45%
일본,Kagawa-ken,Takamatsu-shi,1079,1211,419429,417496,-0.46%
일본,Kagawa-ken,Marugame-shi,187,180,110473,109513,-0.87%
일본,Kagawa-ken,Sakaide-shi,112,93,55621,50624,-8.98%
일본,Kagawa-ken,Zentsuji-shi,42,60,33817,31631,-6.46%
일본,Kagawa-ken,Kanonji-shi,105,115,62690,57438,-8.38%
일본,Kagawa-ken,Sanuki-shi,77,72,53000,47003,-11.32%
일본,Kagawa-ken,Higashikagawa-shi,36,38,33625,28279,-15.90%
일본,Kagawa-ken,Mitoyo-shi,57,81,68512,61857,-9.71%
일본,Kagawa-ken,Tonosho-cho,177,119,15123,12846,-15.06%
일본,Kagawa-ken,Shodoshima-cho,15,22,16152,13870,-14.13%
일본,Kagawa-ken,Miki-cho,29,33,28464,26878,-5.57%
일본,Kagawa-ken,Naoshima-cho,0,0,3325,3103,-6.68%
일본,Kagawa-ken,Utazu-cho,35,19,18434,18699,1.44%
일본,Kagawa-ken,Ayagawa-cho,24,20,24625,22693,-7.85%
일본,Kagawa-ken,Kotohira-cho,16,10,9967,8468,-15.04%
일본,Kagawa-ken,Tadotsu-cho,29,38,23498,22445,-4.48%
일본,Kagawa-ken,Manno-cho,32,26,19087,17401,-8.83%
일본,Ehime-ken,Matsuyama-shi,1116,1270,517231,511192,-1.17%
일본,Ehime-ken,Imabari-shi,335,301,166532,151672,-8.92%
일본,Ehime-ken,Uwajima-shi,117,134,84210,70809,-15.91%
일본,Ehime-ken,Yawatahama-shi,69,58,38370,31987,-16.64%
일본,Ehime-ken,Niihama-shi,241,246,121735,115938,-4.76%
일본,Ehime-ken,Saijo-shi,325,334,112091,104791,-6.51%
일본,Ehime-ken,Ozu-shi,78,67,47157,40575,-13.96%
일본,Ehime-ken,Iyo-shi,52,53,38017,35133,-7.59%
일본,Ehime-ken,Shikokuchuo-shi,130,124,90187,82754,-8.24%
일본,Ehime-ken,Seiyo-shi,52,51,42080,35388,-15.90%
일본,Ehime-ken,Toon-shi,25,29,35253,33903,-3.83%
일본,Ehime-ken,Kamijima-cho,14,14,7648,6509,-14.89%
일본,Ehime-ken,Kumakogen-cho,9,7,9644,7404,-23.23%
일본,Ehime-ken,Masaki-cho,93,119,30359,29630,-2.40%
일본,Ehime-ken,Tobe-cho,35,30,21981,20480,-6.83%
일본,Ehime-ken,Uchiko-cho,15,10,18045,15322,-15.09%
일본,Ehime-ken,Ikata-cho,4,10,10882,8397,-22.84%
일본,Ehime-ken,Matsuno-cho,2,3,4377,3674,-16.06%
일본,Ehime-ken,Kihoku-cho,7,7,11633,9682,-16.77%
일본,Ehime-ken,Ainan-cho,26,36,24061,19601,-18.54%
일본,Kochi-ken,Kochi-shi,753,847,343393,326545,-4.91%
일본,Kochi-ken,Muroto-shi,8,11,15210,11742,-22.80%
일본,Kochi-ken,Aki-shi,20,26,19547,16243,-16.90%
일본,Kochi-ken,Nankoku-shi,54,92,49472,46664,-5.68%
일본,Kochi-ken,Tosa-shi,25,26,28686,25732,-10.30%
일본,Kochi-ken,Susaki-shi,29,20,24698,20590,-16.63%
일본,Kochi-ken,Sukumo-shi,22,31,22610,19033,-15.82%
일본,Kochi-ken,Tosashimizu-shi,15,15,16029,12388,-22.72%
일본,Kochi-ken,Shimanto-shi,62,67,35933,32694,-9.01%
일본,Kochi-ken,Konan-shi,22,20,33830,32207,-4.80%
일본,Kochi-ken,Kami-shi,37,47,28766,26513,-7.83%
일본,Kochi-ken,Toyo-cho,0,0,2947,2194,-25.55%
일본,Kochi-ken,Nahari-cho,1,2,3542,3034,-14.34%
일본,Kochi-ken,Tano-cho,3,0,2932,2498,-14.80%
일본,Kochi-ken,Yasuda-cho,1,1,2970,2370,-20.20%
일본,Kochi-ken,Kitagawa-mura,1,1,1367,1146,-16.17%
일본,Kochi-ken,Umaji-mura,0,1,1013,745,-26.46%
일본,Kochi-ken,Geisei-mura,2,4,4048,3694,-8.75%
일본,Kochi-ken,Motoyama-cho,9,5,4103,3261,-20.52%
일본,Kochi-ken,Otoyo-cho,3,4,4719,3252,-31.09%
일본,Kochi-ken,Tosa-cho,4,4,4358,3753,-13.88%
일본,Kochi-ken,Okawa-mura,0,0,411,366,-10.95%
일본,Kochi-ken,Ino-cho,13,16,25062,21374,-14.72%
일본,Kochi-ken,Niyodogawa-cho,3,4,6500,4827,-25.74%
일본,Kochi-ken,Nakatosa-cho,8,6,7584,6002,-20.86%
일본,Kochi-ken,Sakawa-cho,8,8,13951,12323,-11.67%
일본,Kochi-ken,Ochi-cho,4,6,6374,5187,-18.62%
일본,Kochi-ken,Yusuhara-cho,1,1,3984,3307,-16.99%
일본,Kochi-ken,Hidaka-mura,2,3,5447,4812,-11.66%
일본,Kochi-ken,Tsuno-cho,2,2,6407,5291,-17.42%
일본,Kochi-ken,Shimanto-cho,11,11,18733,15607,-16.69%
일본,Kochi-ken,Otsuki-cho,4,2,5783,4434,-23.33%
일본,Kochi-ken,Mihara-mura,0,0,1681,1437,-14.52%
일본,Kochi-ken,Kuroshio-cho,5,5,12366,10262,-17.01%
일본,Fukuoka-ken,Kitakyushu-shi,1579,1799,976846,939029,-3.87%
일본,Fukuoka-ken,Fukuoka-shi,4216,5690,1463743,1612392,10.16%
일본,Fukuoka-ken,Omuta-shi,149,156,123638,111281,-9.99%
일본,Fukuoka-ken,Kurume-shi,618,620,302402,303316,0.30%
일본,Fukuoka-ken,Nogata-shi,109,89,57686,56212,-2.56%
일본,Fukuoka-ken,Iizuka-shi,225,211,131492,126364,-3.90%
일본,Fukuoka-ken,Tagawa-shi,96,91,50605,46203,-8.70%
일본,Fukuoka-ken,Yanagawa-shi,74,82,71375,64475,-9.67%
일본,Fukuoka-ken,Yame-shi,91,104,69057,60608,-12.23%
일본,Fukuoka-ken,Chikugo-shi,59,67,48512,48827,0.65%
일본,Fukuoka-ken,Okawa-shi,52,64,37448,32988,-11.91%
일본,Fukuoka-ken,Yukuhashi-shi,118,103,70468,71426,1.36%
일본,Fukuoka-ken,Buzen-shi,30,30,27031,24391,-9.77%
일본,Fukuoka-ken,Nakama-shi,45,55,44210,40362,-8.70%
일본,Fukuoka-ken,Ogori-shi,70,56,58499,59360,1.47%
일본,Fukuoka-ken,Chikushino-shi,149,156,100172,103311,3.13%
일본,Fukuoka-ken,Kasuga-shi,122,146,106780,111023,3.97%
일본,Fukuoka-ken,Onojo-shi,99,135,95087,102085,7.36%
일본,Fukuoka-ken,Munakata-shi,104,122,95501,97095,1.67%
일본,Fukuoka-ken,Dazaifu-shi,75,87,70482,73164,3.81%
일본,Fukuoka-ken,Koga-shi,49,72,57920,58786,1.50%
일본,Fukuoka-ken,Fukutsu-shi,60,72,55431,67033,20.93%
일본,Fukuoka-ken,Ukiha-shi,28,30,31640,27981,-11.56%
일본,Fukuoka-ken,Miyawaka-shi,16,19,30081,26298,-12.58%
일본,Fukuoka-ken,Kama-shi,33,29,42589,35473,-16.71%
일본,Fukuoka-ken,Asakura-shi,76,80,56355,50273,-10.79%
일본,Fukuoka-ken,Miyama-shi,32,31,40732,35861,-11.96%
일본,Fukuoka-ken,Itoshima-shi,80,111,98435,98877,0.45%
일본,Fukuoka-ken,Nakagawa-shi,62,75,49780,50112,0.67%
일본,Fukuoka-ken,Umi-machi,47,55,38592,37671,-2.39%
일본,Fukuoka-ken,Sasaguri-machi,11,31,31318,31209,-0.35%
일본,Fukuoka-ken,Shime-machi,32,37,43564,46377,6.46%
일본,Fukuoka-ken,Sue-machi,22,23,26044,28628,9.92%
일본,Fukuoka-ken,Shingu-machi,30,27,24679,32927,33.42%
일본,Fukuoka-ken,Hisayama-machi,9,9,8373,9068,8.30%
일본,Fukuoka-ken,Kasuya-machi,64,62,41997,48190,14.75%
일본,Fukuoka-ken,Ashiya-machi,4,5,15369,13545,-11.87%
일본,Fukuoka-ken,Mizumaki-machi,25,29,30021,28114,-6.35%
일본,Fukuoka-ken,Okagaki-machi,29,28,32119,31007,-3.46%
일본,Fukuoka-ken,Onga-cho,12,24,19160,18723,-2.28%
일본,Fukuoka-ken,Kotake-machi,2,4,8602,7151,-16.87%
일본,Fukuoka-ken,Kurate-machi,5,13,17088,15080,-11.75%
일본,Fukuoka-ken,Keisen-machi,15,15,13863,12878,-7.11%
일본,Fukuoka-ken,Chikuzen-machi,16,22,29155,29591,1.50%
일본,Fukuoka-ken,Toho-mura,7,7,2432,1899,-21.92%
일본,Fukuoka-ken,Tachiarai-machi,14,9,15284,15521,1.55%
일본,Fukuoka-ken,Oki-machi,6,10,14350,13820,-3.69%
일본,Fukuoka-ken,Hirokawa-machi,14,17,20253,19969,-1.40%
일본,Fukuoka-ken,Kawara-machi,6,8,11685,10191,-12.79%
일본,Fukuoka-ken,Soeda-machi,5,6,10909,8801,-19.32%
일본,Fukuoka-ken,Itoda-machi,4,3,9617,8407,-12.58%
일본,Fukuoka-ken,Kawasaki-machi,8,8,18264,15176,-16.91%
일본,Fukuoka-ken,Oto-machi,1,3,5503,5008,-9.00%
일본,Fukuoka-ken,Aka-mura,2,1,3251,2774,-14.67%
일본,Fukuoka-ken,Fukuchi-machi,21,11,24714,21398,-13.42%
일본,Fukuoka-ken,Kanda-machi,34,46,36005,37684,4.66%
일본,Fukuoka-ken,Miyako-machi,29,41,21572,18825,-12.73%
일본,Fukuoka-ken,Yoshitomi-machi,6,5,6792,6536,-3.77%
일본,Fukuoka-ken,Koge-machi,3,1,7852,7251,-7.65%
일본,Fukuoka-ken,Chikujo-machi,14,10,19544,17189,-12.05%
일본,Saga-ken,Saga-shi,479,587,237506,233301,-1.77%
일본,Saga-ken,Karatsu-shi,156,183,126926,117373,-7.53%
일본,Saga-ken,Tosu-shi,103,110,69074,74196,7.42%
일본,Saga-ken,Taku-shi,34,27,21404,18295,-14.53%
일본,Saga-ken,Imari-shi,81,77,57161,52629,-7.93%
일본,Saga-ken,Takeo-shi,89,85,50699,47914,-5.49%
일본,Saga-ken,Kashima-shi,46,41,30720,27892,-9.21%
일본,Saga-ken,Ogi-shi,39,41,45133,43952,-2.62%
일본,Saga-ken,Ureshino-shi,34,34,28984,25848,-10.82%
일본,Saga-ken,Kanzaki-shi,26,28,32899,31022,-5.71%
일본,Saga-ken,Yoshinogari-cho,7,14,16405,16323,-0.50%
일본,Saga-ken,Kiyama-cho,13,19,17837,17250,-3.29%
일본,Saga-ken,Kamimine-cho,4,7,9224,9286,0.67%
일본,Saga-ken,Miyaki-cho,22,34,26175,25511,-2.54%
일본,Saga-ken,Genkai-cho,4,8,6379,5609,-12.07%
일본,Saga-ken,Arita-cho,30,30,20929,19010,-9.17%
